동별,연령별,항목,2022 년
이태원1동,55~59세,외국인,57
이태원1동,60~64세,계,589
이태원1동,60~64세,한국인,546
이태원1동,60~64세,외국인,43
이태원1동,65~69세,계,451
이태원1동,65~69세,한국인,431
이태원1동,65~69세,외국인,20
이태원1동,70~74세,계,273
이태원1동,70~74세,한국인,256
이태원1동,70~74세,외국인,17
이태원1동,75~79세,계,253
이태원1동,75~79세,한국인,244
이태원1동,75~79세,외국인,9
이태원1동,80~84세,계,199
이태원1동,80~84세,한국인,196
이태원1동,80~84세,외국인,3
이태원1동,85~89세,계,101
이태원1동,85~89세,한국인,99
이태원1동,85~89세,외국인,2
이태원1동,90~94세,계,54
이태원1동,90~94세,한국인,52
이태원1동,90~94세,외국인,2
이태원1동,95~99세,계,14
이태원1동,95~99세,한국인,13
이태원1동,95~99세,외국인,1
이태원1동,100세 이상,계,1
이태원1동,100세 이상,한국인,1
이태원1동,100세 이상,외국인,0
이태원2동,계,계,10427
이태원2동,계,한국인,8731
이태원2동,계,외국인,1696
이태원2동,0~4세,계,230
이태원2동,0~4세,한국인,165
이태원2동,0~4세,외국인,65
이태원2동,5~9세,계,301
이태원2동,5~9세,한국인,211
이태원2동,5~9세,외국인,90
이태원2동,10~14세,계,283
이태원2동,10~14세,한국인,202
이태원2동,10~14세,외국인,81
이태원2동,15~19세,계,292
이태원2동,15~19세,한국인,232
이태원2동,15~19세,외국인,60
이태원2동,20~24세,계,578
이태원2동,20~24세,한국인,461
이태원2동,20~24세,외국인,117
이태원2동,25~29세,계,1000
이태원2동,25~29세,한국인,845
이태원2동,25~29세,외국인,155
이태원2동,30~34세,계,1086
이태원2동,30~34세,한국인,865
이태원2동,30~34세,외국인,221
이태원2동,35~39세,계,1008
이태원2동,35~39세,한국인,775
이태원2동,35~39세,외국인,233
이태원2동,40~44세,계,905
이태원2동,40~44세,한국인,701
이태원2동,40~44세,외국인,204
이태원2동,45~49세,계,735
이태원2동,45~49세,한국인,590
이태원2동,45~49세,외국인,145
이태원2동,50~54세,계,831
이태원2동,50~54세,한국인,689
이태원2동,50~54세,외국인,142
이태원2동,55~59세,계,637
이태원2동,55~59세,한국인,560
이태원2동,55~59세,외국인,77
이태원2동,60~64세,계,680
이태원2동,60~64세,한국인,626
이태원2동,60~64세,외국인,54
이태원2동,65~69세,계,576
이태원2동,65~69세,한국인,547
이태원2동,65~69세,외국인,29
이태원2동,70~74세,계,388
이태원2동,70~74세,한국인,372
이태원2동,70~74세,외국인,16
이태원2동,75~79세,계,359
이태원2동,75~79세,한국인,355
이태원2동,75~79세,외국인,4
이태원2동,80~84세,계,329
이태원2동,80~84세,한국인,326
이태원2동,80~84세,외국인,3
이태원2동,85~89세,계,142
이태원2동,85~89세,한국인,142
이태원2동,85~89세,외국인,0
이태원2동,90~94세,계,52
이태원2동,90~94세,한국인,52
이태원2동,90~94세,외국인,0
이태원2동,95~99세,계,13
이태원2동,95~99세,한국인,13
이태원2동,95~99세,외국인,0
이태원2동,100세 이상,계,2
이태원2동,100세 이상,한국인,2
이태원2동,100세 이상,외국인,0
서빙고동,계,계,13458
서빙고동,계,한국인,12590
서빙고동,계,외국인,868
서빙고동,0~4세,계,318
서빙고동,0~4세,한국인,262
서빙고동,0~4세,외국인,56
서빙고동,5~9세,계,498
서빙고동,5~9세,한국인,426
서빙고동,5~9세,외국인,72
서빙고동,10~14세,계,704
서빙고동,10~14세,한국인,631
서빙고동,10~14세,외국인,73
서빙고동,15~19세,계,814
서빙고동,15~19세,한국인,770
서빙고동,15~19세,외국인,44
서빙고동,20~24세,계,912
서빙고동,20~24세,한국인,888
서빙고동,20~24세,외국인,24
서빙고동,25~29세,계,799
서빙고동,25~29세,한국인,767
서빙고동,25~29세,외국인,32
서빙고동,30~34세,계,760
서빙고동,30~34세,한국인,708
서빙고동,30~34세,외국인,52
서빙고동,35~39세,계,794
서빙고동,35~39세,한국인,693
서빙고동,35~39세,외국인,101
서빙고동,40~44세,계,1098
서빙고동,40~44세,한국인,983
서빙고동,40~44세,외국인,115
서빙고동,45~49세,계,1309
서빙고동,45~49세,한국인,1238
서빙고동,45~49세,외국인,71
서빙고동,50~54세,계,1403
서빙고동,50~54세,한국인,1317
서빙고동,50~54세,외국인,86
서빙고동,55~59세,계,968
서빙고동,55~59세,한국인,902
서빙고동,55~59세,외국인,66
서빙고동,60~64세,계,935
서빙고동,60~64세,한국인,893
서빙고동,60~64세,외국인,42
서빙고동,65~69세,계,694
서빙고동,65~69세,한국인,681
서빙고동,65~69세,외국인,13
서빙고동,70~74세,계,409
서빙고동,70~74세,한국인,400
서빙고동,70~74세,외국인,9
서빙고동,75~79세,계,331
서빙고동,75~79세,한국인,322
서빙고동,75~79세,외국인,9
서빙고동,80~84세,계,339
서빙고동,80~84세,한국인,337
서빙고동,80~84세,외국인,2
서빙고동,85~89세,계,274
서빙고동,85~89세,한국인,273
서빙고동,85~89세,외국인,1
서빙고동,90~94세,계,84
서빙고동,90~94세,한국인,84
서빙고동,90~94세,외국인,0
서빙고동,95~99세,계,14
서빙고동,95~99세,한국인,14
서빙고동,95~99세,외국인,0
서빙고동,100세 이상,계,1
서빙고동,100세 이상,한국인,1
서빙고동,100세 이상,외국인,0
보광동,계,계,14060
보광동,계,한국인,12715
보광동,계,외국인,1345
보광동,0~4세,계,202
보광동,0~4세,한국인,153
보광동,0~4세,외국인,49
보광동,5~9세,계,255
보광동,5~9세,한국인,181
보광동,5~9세,외국인,74
보광동,10~14세,계,302
보광동,10~14세,한국인,268
보광동,10~14세,외국인,34
보광동,15~19세,계,382
보광동,15~19세,한국인,364
보광동,15~19세,외국인,18
보광동,20~24세,계,745
보광동,20~24세,한국인,666
보광동,20~24세,외국인,79
보광동,25~29세,계,1454
보광동,25~29세,한국인,1277
보광동,25~29세,외국인,177
보광동,30~34세,계,1366
보광동,30~34세,한국인,1148
보광동,30~34세,외국인,218
보광동,35~39세,계,1070
보광동,35~39세,한국인,863
보광동,35~39세,외국인,207
보광동,40~44세,계,1013
보광동,40~44세,한국인,857
보광동,40~44세,외국인,156
보광동,45~49세,계,1011
보광동,45~49세,한국인,895
보광동,45~49세,외국인,116
보광동,50~54세,계,1247
보광동,50~54세,한국인,1151
보광동,50~54세,외국인,96
보광동,55~59세,계,1186
보광동,55~59세,한국인,1124
보광동,55~59세,외국인,62
보광동,60~64세,계,1159
보광동,60~64세,한국인,1125
보광동,60~64세,외국인,34
보광동,65~69세,계,909
보광동,65~69세,한국인,896
보광동,65~69세,외국인,13
보광동,70~74세,계,601
보광동,70~74세,한국인,595
보광동,70~74세,외국인,6
보광동,75~79세,계,489
보광동,75~79세,한국인,485
보광동,75~79세,외국인,4
보광동,80~84세,계,394
보광동,80~84세,한국인,394
보광동,80~84세,외국인,0
보광동,85~89세,계,192
보광동,85~89세,한국인,192
보광동,85~89세,외국인,0
보광동,90~94세,계,71
보광동,90~94세,한국인,71
보광동,90~94세,외국인,0
보광동,95~99세,계,11
보광동,95~99세,한국인,9
보광동,95~99세,외국인,2
보광동,100세 이상,계,1
보광동,100세 이상,한국인,1
보광동,100세 이상,외국인,0
청파동,계,계,19833
청파동,계,한국인,19094
청파동,계,외국인,739
청파동,0~4세,계,259
청파동,0~4세,한국인,253
청파동,0~4세,외국인,6
청파동,5~9세,계,308
청파동,5~9세,한국인,301
청파동,5~9세,외국인,7
청파동,10~14세,계,420
청파동,10~14세,한국인,414
청파동,10~14세,외국인,6
청파동,15~19세,계,618
청파동,15~19세,한국인,600
청파동,15~19세,외국인,18
청파동,20~24세,계,1983
청파동,20~24세,한국인,1760
청파동,20~24세,외국인,223
청파동,25~29세,계,2533
청파동,25~29세,한국인,2391
청파동,25~29세,외국인,142
청파동,30~34세,계,2194
청파동,30~34세,한국인,2104
청파동,30~34세,외국인,90
청파동,35~39세,계,1274
청파동,35~39세,한국인,1227
청파동,35~39세,외국인,47
청파동,40~44세,계,1232
청파동,40~44세,한국인,1197
청파동,40~44세,외국인,35
청파동,45~49세,계,1291
청파동,45~49세,한국인,1259
청파동,45~49세,외국인,32
청파동,50~54세,계,1627
청파동,50~54세,한국인,1594
청파동,50~54세,외국인,33
청파동,55~59세,계,1439
청파동,55~59세,한국인,1395
청파동,55~59세,외국인,44
청파동,60~64세,계,1421
청파동,60~64세,한국인,1393
청파동,60~64세,외국인,28
청파동,65~69세,계,1065
청파동,65~69세,한국인,1055
청파동,65~69세,외국인,10
청파동,70~74세,계,762
청파동,70~74세,한국인,752
청파동,70~74세,외국인,10
청파동,75~79세,계,613
청파동,75~79세,한국인,608
청파동,75~79세,외국인,5
청파동,80~84세,계,477
청파동,80~84세,한국인,476
청파동,80~84세,외국인,1
청파동,85~89세,계,231
청파동,85~89세,한국인,231
청파동,85~89세,외국인,0
청파동,90~94세,계,67
청파동,90~94세,한국인,66
청파동,90~94세,외국인,1
청파동,95~99세,계,16
청파동,95~99세,한국인,16
청파동,95~99세,외국인,0
청파동,100세 이상,계,3
청파동,100세 이상,한국인,2
청파동,100세 이상,외국인,1
원효로1동,계,계,17774
원효로1동,계,한국인,17144
원효로1동,계,외국인,630
원효로1동,0~4세,계,643
원효로1동,0~4세,한국인,606
원효로1동,0~4세,외국인,37
원효로1동,5~9세,계,627
원효로1동,5~9세,한국인,589
원효로1동,5~9세,외국인,38
원효로1동,10~14세,계,510
원효로1동,10~14세,한국인,480
원효로1동,10~14세,외국인,30
원효로1동,15~19세,계,484
원효로1동,15~19세,한국인,465
원효로1동,15~19세,외국인,19
원효로1동,20~24세,계,982
원효로1동,20~24세,한국인,960
원효로1동,20~24세,외국인,22
원효로1동,25~29세,계,2027
원효로1동,25~29세,한국인,1975
원효로1동,25~29세,외국인,52
원효로1동,30~34세,계,2425
원효로1동,30~34세,한국인,2352
원효로1동,30~34세,외국인,73
원효로1동,35~39세,계,1830
원효로1동,35~39세,한국인,1750
원효로1동,35~39세,외국인,80
원효로1동,40~44세,계,1627
원효로1동,40~44세,한국인,1539
원효로1동,40~44세,외국인,88
원효로1동,45~49세,계,1209
원효로1동,45~49세,한국인,1151
원효로1동,45~49세,외국인,58
원효로1동,50~54세,계,1276
원효로1동,50~54세,한국인,1235
원효로1동,50~54세,외국인,41
원효로1동,55~59세,계,1038
원효로1동,55~59세,한국인,999
원효로1동,55~59세,외국인,39
원효로1동,60~64세,계,1020
원효로1동,60~64세,한국인,994
원효로1동,60~64세,외국인,26
원효로1동,65~69세,계,791
원효로1동,65~69세,한국인,777
원효로1동,65~69세,외국인,14
원효로1동,70~74세,계,480
원효로1동,70~74세,한국인,474
원효로1동,70~74세,외국인,6
원효로1동,75~79세,계,337
원효로1동,75~79세,한국인,332
원효로1동,75~79세,외국인,5
원효로1동,80~84세,계,272
원효로1동,80~84세,한국인,270
원효로1동,80~84세,외국인,2
원효로1동,85~89세,계,129
원효로1동,85~89세,한국인,129
원효로1동,85~89세,외국인,0
원효로1동,90~94세,계,54
원효로1동,90~94세,한국인,54
원효로1동,90~94세,외국인,0
원효로1동,95~99세,계,10
원효로1동,95~99세,한국인,10
원효로1동,95~99세,외국인,0
원효로1동,100세 이상,계,3
원효로1동,100세 이상,한국인,3
원효로1동,100세 이상,외국인,0
한강로동,계,계,22886
한강로동,계,한국인,21243
한강로동,계,외국인,1643
한강로동,0~4세,계,787
한강로동,0~4세,한국인,701
한강로동,0~4세,외국인,86
한강로동,5~9세,계,689
한강로동,5~9세,한국인,549
한강로동,5~9세,외국인,140
한강로동,10~14세,계,593
한강로동,10~14세,한국인,479
한강로동,10~14세,외국인,114
한강로동,15~19세,계,585
한강로동,15~19세,한국인,515
한강로동,15~19세,외국인,70
한강로동,20~24세,계,1188
한강로동,20~24세,한국인,1156
한강로동,20~24세,외국인,32
한강로동,25~29세,계,2276
한강로동,25~29세,한국인,2228
한강로동,25~29세,외국인,48
한강로동,30~34세,계,2862
한강로동,30~34세,한국인,2748
한강로동,30~34세,외국인,114
한강로동,35~39세,계,2326
한강로동,35~39세,한국인,2139
한강로동,35~39세,외국인,187
한강로동,40~44세,계,1809
한강로동,40~44세,한국인,1564
한강로동,40~44세,외국인,245
한강로동,45~49세,계,1435
한강로동,45~49세,한국인,1268
한강로동,45~49세,외국인,167
한강로동,50~54세,계,1770
한강로동,50~54세,한국인,1630
한강로동,50~54세,외국인,140
한강로동,55~59세,계,1770
한강로동,55~59세,한국인,1643
한강로동,55~59세,외국인,127
한강로동,60~64세,계,1568
한강로동,60~64세,한국인,1492
한강로동,60~64세,외국인,76
한강로동,65~69세,계,1165
한강로동,65~69세,한국인,1121
한강로동,65~69세,외국인,44
한강로동,70~74세,계,713
한강로동,70~74세,한국인,683
한강로동,70~74세,외국인,30
한강로동,75~79세,계,544
한강로동,75~79세,한국인,528
한강로동,75~79세,외국인,16
한강로동,80~84세,계,436
한강로동,80~84세,한국인,433
한강로동,80~84세,외국인,3
한강로동,85~89세,계,260
한강로동,85~89세,한국인,257
한강로동,85~89세,외국인,3
한강로동,90~94세,계,83
한강로동,90~94세,한국인,83
한강로동,90~94세,외국인,0
한강로동,95~99세,계,22
한강로동,95~99세,한국인,21
한강로동,95~99세,외국인,1
한강로동,100세 이상,계,5
한강로동,100세 이상,한국인,5
한강로동,100세 이상,외국인,0
한남동,계,계,22054
한남동,계,한국인,19508
한남동,계,외국인,2546
한남동,0~4세,계,605
한남동,0~4세,한국인,522
한남동,0~4세,외국인,83
한남동,5~9세,계,715
한남동,5~9세,한국인,569
한남동,5~9세,외국인,146
한남동,10~14세,계,706
한남동,10~14세,한국인,540
한남동,10~14세,외국인,166
한남동,15~19세,계,705
한남동,15~19세,한국인,578
한남동,15~19세,외국인,127
한남동,20~24세,계,1002
한남동,20~24세,한국인,905
한남동,20~24세,외국인,97
한남동,25~29세,계,1609
한남동,25~29세,한국인,1460
한남동,25~29세,외국인,149
한남동,30~34세,계,2152
한남동,30~34세,한국인,1871
한남동,30~34세,외국인,281
한남동,35~39세,계,2146
한남동,35~39세,한국인,1812
한남동,35~39세,외국인,334
한남동,40~44세,계,2027
한남동,40~44세,한국인,1723
한남동,40~44세,외국인,304
한남동,45~49세,계,1695
한남동,45~49세,한국인,1421
한남동,45~49세,외국인,274
한남동,50~54세,계,1953
한남동,50~54세,한국인,1711
한남동,50~54세,외국인,242
한남동,55~59세,계,1526
한남동,55~59세,한국인,1357
한남동,55~59세,외국인,169
한남동,60~64세,계,1530
한남동,60~64세,한국인,1452
한남동,60~64세,외국인,78
한남동,65~69세,계,1323
한남동,65~69세,한국인,1266
한남동,65~69세,외국인,57
한남동,70~74세,계,833
한남동,70~74세,한국인,804
한남동,70~74세,외국인,29
한남동,75~79세,계,642
한남동,75~79세,한국인,637
한남동,75~79세,외국인,5
한남동,80~84세,계,537
한남동,80~84세,한국인,533
한남동,80~84세,외국인,4
한남동,85~89세,계,243
한남동,85~89세,한국인,242
한남동,85~89세,외국인,1
한남동,90~94세,계,83
한남동,90~94세,한국인,83
한남동,90~94세,외국인,0
한남동,95~99세,계,21
한남동,95~99세,한국인,21
한남동,95~99세,외국인,0
한남동,100세 이상,계,1
한남동,100세 이상,한국인,1
한남동,100세 이상,외국인,0
성동구,계,계,288234
성동구,계,한국인,281000
성동구,계,외국인,7234
성동구,0~4세,계,8752
성동구,0~4세,한국인,8637
성동구,0~4세,외국인,115
성동구,5~9세,계,9695
성동구,5~9세,한국인,9598
성동구,5~9세,외국인,97
성동구,10~14세,계,8739
성동구,10~14세,한국인,8668
성동구,10~14세,외국인,71
성동구,15~19세,계,10155
성동구,15~19세,한국인,9839
성동구,15~19세,외국인,316
성동구,20~24세,계,19876
성동구,20~24세,한국인,17823
성동구,20~24세,외국인,2053
성동구,25~29세,계,25669
성동구,25~29세,한국인,24315
성동구,25~29세,외국인,1354
성동구,30~34세,계,24053
성동구,30~34세,한국인,23353
성동구,30~34세,외국인,700
성동구,35~39세,계,22830
성동구,35~39세,한국인,22317
성동구,35~39세,외국인,513
성동구,40~44세,계,22477
성동구,40~44세,한국인,22071
성동구,40~44세,외국인,406
성동구,45~49세,계,20465
성동구,45~49세,한국인,20168
성동구,45~49세,외국인,297
성동구,50~54세,계,24221
성동구,50~54세,한국인,23776
성동구,50~54세,외국인,445
성동구,55~59세,계,21574
성동구,55~59세,한국인,21135
성동구,55~59세,외국인,439
성동구,60~64세,계,22008
성동구,60~64세,한국인,21770
성동구,60~64세,외국인,238
성동구,65~69세,계,16592
성동구,65~69세,한국인,16484
성동구,65~69세,외국인,108
성동구,70~74세,계,11217
성동구,70~74세,한국인,11172
성동구,70~74세,외국인,45
성동구,75~79세,계,8920
성동구,75~79세,한국인,8901
성동구,75~79세,외국인,19
성동구,80~84세,계,6642
성동구,80~84세,한국인,6637
성동구,80~84세,외국인,5
성동구,85~89세,계,3132
성동구,85~89세,한국인,3127
성동구,85~89세,외국인,5
성동구,90~94세,계,966
성동구,90~94세,한국인,963
성동구,90~94세,외국인,3
성동구,95~99세,계,201
성동구,95~99세,한국인,201
성동구,95~99세,외국인,0
성동구,100세 이상,계,50
성동구,100세 이상,한국인,45
성동구,100세 이상,외국인,5
왕십리2동,계,계,16688
왕십리2동,계,한국인,16304
왕십리2동,계,외국인,384
왕십리2동,0~4세,계,614
왕십리2동,0~4세,한국인,607
왕십리2동,0~4세,외국인,7
왕십리2동,5~9세,계,564
왕십리2동,5~9세,한국인,557
왕십리2동,5~9세,외국인,7
왕십리2동,10~14세,계,487
왕십리2동,10~14세,한국인,485
왕십리2동,10~14세,외국인,2
왕십리2동,15~19세,계,609
왕십리2동,15~19세,한국인,598
왕십리2동,15~19세,외국인,11
왕십리2동,20~24세,계,1031
왕십리2동,20~24세,한국인,911
왕십리2동,20~24세,외국인,120
왕십리2동,25~29세,계,1428
왕십리2동,25~29세,한국인,1366
왕십리2동,25~29세,외국인,62
왕십리2동,30~34세,계,1430
왕십리2동,30~34세,한국인,1392
왕십리2동,30~34세,외국인,38
왕십리2동,35~39세,계,1419
왕십리2동,35~39세,한국인,1401
왕십리2동,35~39세,외국인,18
왕십리2동,40~44세,계,1318
왕십리2동,40~44세,한국인,1280
왕십리2동,40~44세,외국인,38
왕십리2동,45~49세,계,1188
왕십리2동,45~49세,한국인,1169
왕십리2동,45~49세,외국인,19
왕십리2동,50~54세,계,1406
왕십리2동,50~54세,한국인,1383
왕십리2동,50~54세,외국인,23
왕십리2동,55~59세,계,1270
왕십리2동,55~59세,한국인,1245
왕십리2동,55~59세,외국인,25
왕십리2동,60~64세,계,1267
왕십리2동,60~64세,한국인,1262
왕십리2동,60~64세,외국인,5
왕십리2동,65~69세,계,935
왕십리2동,65~69세,한국인,931
왕십리2동,65~69세,외국인,4
왕십리2동,70~74세,계,656
왕십리2동,70~74세,한국인,654
왕십리2동,70~74세,외국인,2
왕십리2동,75~79세,계,479
왕십리2동,75~79세,한국인,476
왕십리2동,75~79세,외국인,3
왕십리2동,80~84세,계,349
왕십리2동,80~84세,한국인,349
왕십리2동,80~84세,외국인,0
왕십리2동,85~89세,계,165
왕십리2동,85~89세,한국인,165
왕십리2동,85~89세,외국인,0
왕십리2동,90~94세,계,61
왕십리2동,90~94세,한국인,61
왕십리2동,90~94세,외국인,0
왕십리2동,95~99세,계,11
왕십리2동,95~99세,한국인,11
왕십리2동,95~99세,외국인,0
왕십리2동,100세 이상,계,1
왕십리2동,100세 이상,한국인,1
왕십리2동,100세 이상,외국인,0
마장동,계,계,22706
마장동,계,한국인,22034
마장동,계,외국인,672
마장동,0~4세,계,561
마장동,0~4세,한국인,546
마장동,0~4세,외국인,15
마장동,5~9세,계,548
마장동,5~9세,한국인,539
마장동,5~9세,외국인,9
마장동,10~14세,계,665
마장동,10~14세,한국인,653
마장동,10~14세,외국인,12
마장동,15~19세,계,890
마장동,15~19세,한국인,855
마장동,15~19세,외국인,35
마장동,20~24세,계,1999
마장동,20~24세,한국인,1822
마장동,20~24세,외국인,177
마장동,25~29세,계,2484
마장동,25~29세,한국인,2358
마장동,25~29세,외국인,126
마장동,30~34세,계,1902
마장동,30~34세,한국인,1842
마장동,30~34세,외국인,60
마장동,35~39세,계,1386
마장동,35~39세,한국인,1345
마장동,35~39세,외국인,41
마장동,40~44세,계,1419
마장동,40~44세,한국인,1381
마장동,40~44세,외국인,38
마장동,45~49세,계,1419
마장동,45~49세,한국인,1391
마장동,45~49세,외국인,28
마장동,50~54세,계,1884
마장동,50~54세,한국인,1834
마장동,50~54세,외국인,50
마장동,55~59세,계,1702
마장동,55~59세,한국인,1649
마장동,55~59세,외국인,53
마장동,60~64세,계,1806
마장동,60~64세,한국인,1789
마장동,60~64세,외국인,17
마장동,65~69세,계,1388
마장동,65~69세,한국인,1380
마장동,65~69세,외국인,8
마장동,70~74세,계,952
마장동,70~74세,한국인,950
마장동,70~74세,외국인,2
마장동,75~79세,계,750
마장동,75~79세,한국인,749
마장동,75~79세,외국인,1
마장동,80~84세,계,576
마장동,80~84세,한국인,576
마장동,80~84세,외국인,0
마장동,85~89세,계,276
마장동,85~89세,한국인,276
마장동,85~89세,외국인,0
마장동,90~94세,계,84
마장동,90~94세,한국인,84
마장동,90~94세,외국인,0
마장동,95~99세,계,13
마장동,95~99세,한국인,13
마장동,95~99세,외국인,0
마장동,100세 이상,계,2
마장동,100세 이상,한국인,2
마장동,100세 이상,외국인,0
사근동,계,계,14082
사근동,계,한국인,11981
사근동,계,외국인,2101
사근동,0~4세,계,174
사근동,0~4세,한국인,168
사근동,0~4세,외국인,6
사근동,5~9세,계,217
사근동,5~9세,한국인,212
사근동,5~9세,외국인,5
사근동,10~14세,계,184
사근동,10~14세,한국인,181
사근동,10~14세,외국인,3
사근동,15~19세,계,718
사근동,15~19세,한국인,552
사근동,15~19세,외국인,166
사근동,20~24세,계,3548
사근동,20~24세,한국인,2468
사근동,20~24세,외국인,1080
사근동,25~29세,계,2992
사근동,25~29세,한국인,2422
사근동,25~29세,외국인,570
사근동,30~34세,계,1144
사근동,30~34세,한국인,999
사근동,30~34세,외국인,145
사근동,35~39세,계,633
사근동,35~39세,한국인,579
사근동,35~39세,외국인,54
사근동,40~44세,계,578
사근동,40~44세,한국인,552
사근동,40~44세,외국인,26
사근동,45~49세,계,546
사근동,45~49세,한국인,535
사근동,45~49세,외국인,11
사근동,50~54세,계,707
사근동,50~54세,한국인,689
사근동,50~54세,외국인,18
사근동,55~59세,계,579
사근동,55~59세,한국인,573
사근동,55~59세,외국인,6
사근동,60~64세,계,541
사근동,60~64세,한국인,535
사근동,60~64세,외국인,6
사근동,65~69세,계,433
사근동,65~69세,한국인,431
사근동,65~69세,외국인,2
사근동,70~74세,계,352
사근동,70~74세,한국인,350
사근동,70~74세,외국인,2
사근동,75~79세,계,339
사근동,75~79세,한국인,339
사근동,75~79세,외국인,0
사근동,80~84세,계,268
사근동,80~84세,한국인,268
사근동,80~84세,외국인,0
사근동,85~89세,계,102
사근동,85~89세,한국인,102
사근동,85~89세,외국인,0
사근동,90~94세,계,22
사근동,90~94세,한국인,22
사근동,90~94세,외국인,0
사근동,95~99세,계,4
사근동,95~99세,한국인,4
사근동,95~99세,외국인,0
사근동,100세 이상,계,1
사근동,100세 이상,한국인,0
사근동,100세 이상,외국인,1
행당1동,계,계,13996
행당1동,계,한국인,13676
행당1동,계,외국인,320
행당1동,0~4세,계,416
행당1동,0~4세,한국인,415
행당1동,0~4세,외국인,1
행당1동,5~9세,계,504
행당1동,5~9세,한국인,499
행당1동,5~9세,외국인,5
행당1동,10~14세,계,454
행당1동,10~14세,한국인,452
행당1동,10~14세,외국인,2
행당1동,15~19세,계,528
행당1동,15~19세,한국인,517
행당1동,15~19세,외국인,11
행당1동,20~24세,계,1012
행당1동,20~24세,한국인,906
행당1동,20~24세,외국인,106
행당1동,25~29세,계,1286
행당1동,25~29세,한국인,1230
행당1동,25~29세,외국인,56
행당1동,30~34세,계,1200
행당1동,30~34세,한국인,1165
행당1동,30~34세,외국인,35
행당1동,35~39세,계,1089
행당1동,35~39세,한국인,1067
행당1동,35~39세,외국인,22
행당1동,40~44세,계,1094
행당1동,40~44세,한국인,1076
행당1동,40~44세,외국인,18
행당1동,45~49세,계,1001
행당1동,45~49세,한국인,993
행당1동,45~49세,외국인,8
행당1동,50~54세,계,1142
행당1동,50~54세,한국인,1127
행당1동,50~54세,외국인,15
행당1동,55~59세,계,1062
행당1동,55~59세,한국인,1038
행당1동,55~59세,외국인,24
행당1동,60~64세,계,1014
행당1동,60~64세,한국인,1001
행당1동,60~64세,외국인,13
행당1동,65~69세,계,722
행당1동,65~69세,한국인,719
행당1동,65~69세,외국인,3
행당1동,70~74세,계,512
행당1동,70~74세,한국인,512
행당1동,70~74세,외국인,0
행당1동,75~79세,계,425
행당1동,75~79세,한국인,425
행당1동,75~79세,외국인,0
행당1동,80~84세,계,318
행당1동,80~84세,한국인,317
행당1동,80~84세,외국인,1
행당1동,85~89세,계,141
행당1동,85~89세,한국인,141
행당1동,85~89세,외국인,0
행당1동,90~94세,계,55
행당1동,90~94세,한국인,55
행당1동,90~94세,외국인,0
행당1동,95~99세,계,15
행당1동,95~99세,한국인,15
행당1동,95~99세,외국인,0
행당1동,100세 이상,계,6
행당1동,100세 이상,한국인,6
행당1동,100세 이상,외국인,0
행당2동,계,계,23148
행당2동,계,한국인,23056
행당2동,계,외국인,92
행당2동,0~4세,계,764
행당2동,0~4세,한국인,764
행당2동,0~4세,외국인,0
행당2동,5~9세,계,892
행당2동,5~9세,한국인,890
행당2동,5~9세,외국인,2
행당2동,10~14세,계,882
행당2동,10~14세,한국인,882
행당2동,10~14세,외국인,0
행당2동,15~19세,계,1052
행당2동,15~19세,한국인,1046
행당2동,15~19세,외국인,6
행당2동,20~24세,계,1343
행당2동,20~24세,한국인,1331
행당2동,20~24세,외국인,12
행당2동,25~29세,계,1378
행당2동,25~29세,한국인,1368
행당2동,25~29세,외국인,10
행당2동,30~34세,계,1652
행당2동,30~34세,한국인,1642
행당2동,30~34세,외국인,10
행당2동,35~39세,계,1822
행당2동,35~39세,한국인,1810
행당2동,35~39세,외국인,12
행당2동,40~44세,계,1785
행당2동,40~44세,한국인,1777
행당2동,40~44세,외국인,8
행당2동,45~49세,계,1906
행당2동,45~49세,한국인,1897
행당2동,45~49세,외국인,9
행당2동,50~54세,계,2238
행당2동,50~54세,한국인,2229
행당2동,50~54세,외국인,9
행당2동,55~59세,계,1731
행당2동,55~59세,한국인,1726
행당2동,55~59세,외국인,5
행당2동,60~64세,계,1698
행당2동,60~64세,한국인,1691
행당2동,60~64세,외국인,7
행당2동,65~69세,계,1302
행당2동,65~69세,한국인,1302
행당2동,65~69세,외국인,0
행당2동,70~74세,계,969
행당2동,70~74세,한국인,969
행당2동,70~74세,외국인,0
행당2동,75~79세,계,803
행당2동,75~79세,한국인,803
행당2동,75~79세,외국인,0
행당2동,80~84세,계,576
행당2동,80~84세,한국인,575
행당2동,80~84세,외국인,1
행당2동,85~89세,계,253
행당2동,85~89세,한국인,253
행당2동,85~89세,외국인,0
행당2동,90~94세,계,79
행당2동,90~94세,한국인,79
행당2동,90~94세,외국인,0
행당2동,95~99세,계,19
행당2동,95~99세,한국인,19
행당2동,95~99세,외국인,0
행당2동,100세 이상,계,4
행당2동,100세 이상,한국인,3
행당2동,100세 이상,외국인,1
응봉동,계,계,15100
응봉동,계,한국인,15047
응봉동,계,외국인,53
응봉동,0~4세,계,427
응봉동,0~4세,한국인,427
응봉동,0~4세,외국인,0
응봉동,5~9세,계,621
응봉동,5~9세,한국인,617
응봉동,5~9세,외국인,4
응봉동,10~14세,계,780
응봉동,10~14세,한국인,779
응봉동,10~14세,외국인,1
응봉동,15~19세,계,773
응봉동,15~19세,한국인,772
응봉동,15~19세,외국인,1
응봉동,20~24세,계,831
응봉동,20~24세,한국인,825
