동별,연령별,항목,2022 년
응암3동,85~89세,계,432
응암3동,85~89세,한국인,432
응암3동,85~89세,외국인,0
응암3동,90~94세,계,131
응암3동,90~94세,한국인,131
응암3동,90~94세,외국인,0
응암3동,95~99세,계,27
응암3동,95~99세,한국인,27
응암3동,95~99세,외국인,0
응암3동,100세 이상,계,1
응암3동,100세 이상,한국인,1
응암3동,100세 이상,외국인,0
역촌동,계,계,44984
역촌동,계,한국인,44589
역촌동,계,외국인,395
역촌동,0~4세,계,829
역촌동,0~4세,한국인,817
역촌동,0~4세,외국인,12
역촌동,5~9세,계,1256
역촌동,5~9세,한국인,1243
역촌동,5~9세,외국인,13
역촌동,10~14세,계,1564
역촌동,10~14세,한국인,1557
역촌동,10~14세,외국인,7
역촌동,15~19세,계,1677
역촌동,15~19세,한국인,1672
역촌동,15~19세,외국인,5
역촌동,20~24세,계,2530
역촌동,20~24세,한국인,2501
역촌동,20~24세,외국인,29
역촌동,25~29세,계,3772
역촌동,25~29세,한국인,3728
역촌동,25~29세,외국인,44
역촌동,30~34세,계,3279
역촌동,30~34세,한국인,3221
역촌동,30~34세,외국인,58
역촌동,35~39세,계,2942
역촌동,35~39세,한국인,2883
역촌동,35~39세,외국인,59
역촌동,40~44세,계,3551
역촌동,40~44세,한국인,3508
역촌동,40~44세,외국인,43
역촌동,45~49세,계,3517
역촌동,45~49세,한국인,3498
역촌동,45~49세,외국인,19
역촌동,50~54세,계,4039
역촌동,50~54세,한국인,3999
역촌동,50~54세,외국인,40
역촌동,55~59세,계,3580
역촌동,55~59세,한국인,3554
역촌동,55~59세,외국인,26
역촌동,60~64세,계,3698
역촌동,60~64세,한국인,3681
역촌동,60~64세,외국인,17
역촌동,65~69세,계,2921
역촌동,65~69세,한국인,2907
역촌동,65~69세,외국인,14
역촌동,70~74세,계,2198
역촌동,70~74세,한국인,2196
역촌동,70~74세,외국인,2
역촌동,75~79세,계,1680
역촌동,75~79세,한국인,1678
역촌동,75~79세,외국인,2
역촌동,80~84세,계,1251
역촌동,80~84세,한국인,1246
역촌동,80~84세,외국인,5
역촌동,85~89세,계,516
역촌동,85~89세,한국인,516
역촌동,85~89세,외국인,0
역촌동,90~94세,계,150
역촌동,90~94세,한국인,150
역촌동,90~94세,외국인,0
역촌동,95~99세,계,27
역촌동,95~99세,한국인,27
역촌동,95~99세,외국인,0
역촌동,100세 이상,계,7
역촌동,100세 이상,한국인,7
역촌동,100세 이상,외국인,0
서대문구,계,계,319554
서대문구,계,한국인,306337
서대문구,계,외국인,13217
서대문구,0~4세,계,7915
서대문구,0~4세,한국인,7815
서대문구,0~4세,외국인,100
서대문구,5~9세,계,10747
서대문구,5~9세,한국인,10580
서대문구,5~9세,외국인,167
서대문구,10~14세,계,10930
서대문구,10~14세,한국인,10747
서대문구,10~14세,외국인,183
서대문구,15~19세,계,12591
서대문구,15~19세,한국인,11869
서대문구,15~19세,외국인,722
서대문구,20~24세,계,26542
서대문구,20~24세,한국인,21706
서대문구,20~24세,외국인,4836
서대문구,25~29세,계,29774
서대문구,25~29세,한국인,27130
서대문구,25~29세,외국인,2644
서대문구,30~34세,계,24309
서대문구,30~34세,한국인,23207
서대문구,30~34세,외국인,1102
서대문구,35~39세,계,21969
서대문구,35~39세,한국인,21231
서대문구,35~39세,외국인,738
서대문구,40~44세,계,23338
서대문구,40~44세,한국인,22713
서대문구,40~44세,외국인,625
서대문구,45~49세,계,22760
서대문구,45~49세,한국인,22325
서대문구,45~49세,외국인,435
서대문구,50~54세,계,26718
서대문구,50~54세,한국인,26274
서대문구,50~54세,외국인,444
서대문구,55~59세,계,22912
서대문구,55~59세,한국인,22502
서대문구,55~59세,외국인,410
서대문구,60~64세,계,23053
서대문구,60~64세,한국인,22736
서대문구,60~64세,외국인,317
서대문구,65~69세,계,18056
서대문구,65~69세,한국인,17839
서대문구,65~69세,외국인,217
서대문구,70~74세,계,12766
서대문구,70~74세,한국인,12642
서대문구,70~74세,외국인,124
서대문구,75~79세,계,10699
서대문구,75~79세,한국인,10626
서대문구,75~79세,외국인,73
서대문구,80~84세,계,8685
서대문구,80~84세,한국인,8641
서대문구,80~84세,외국인,44
서대문구,85~89세,계,4143
서대문구,85~89세,한국인,4117
서대문구,85~89세,외국인,26
서대문구,90~94세,계,1311
서대문구,90~94세,한국인,1306
서대문구,90~94세,외국인,5
서대문구,95~99세,계,283
서대문구,95~99세,한국인,279
서대문구,95~99세,외국인,4
서대문구,100세 이상,계,53
서대문구,100세 이상,한국인,52
서대문구,100세 이상,외국인,1
천연동,계,계,17031
천연동,계,한국인,16813
천연동,계,외국인,218
천연동,0~4세,계,537
천연동,0~4세,한국인,535
천연동,0~4세,외국인,2
천연동,5~9세,계,570
천연동,5~9세,한국인,566
천연동,5~9세,외국인,4
천연동,10~14세,계,611
천연동,10~14세,한국인,603
천연동,10~14세,외국인,8
천연동,15~19세,계,747
천연동,15~19세,한국인,742
천연동,15~19세,외국인,5
천연동,20~24세,계,907
천연동,20~24세,한국인,880
천연동,20~24세,외국인,27
천연동,25~29세,계,1144
천연동,25~29세,한국인,1114
천연동,25~29세,외국인,30
천연동,30~34세,계,1073
천연동,30~34세,한국인,1057
천연동,30~34세,외국인,16
천연동,35~39세,계,1213
천연동,35~39세,한국인,1191
천연동,35~39세,외국인,22
천연동,40~44세,계,1218
천연동,40~44세,한국인,1196
천연동,40~44세,외국인,22
천연동,45~49세,계,1327
천연동,45~49세,한국인,1311
천연동,45~49세,외국인,16
천연동,50~54세,계,1615
천연동,50~54세,한국인,1595
천연동,50~54세,외국인,20
천연동,55~59세,계,1409
천연동,55~59세,한국인,1387
천연동,55~59세,외국인,22
천연동,60~64세,계,1381
천연동,60~64세,한국인,1370
천연동,60~64세,외국인,11
천연동,65~69세,계,990
천연동,65~69세,한국인,985
천연동,65~69세,외국인,5
천연동,70~74세,계,729
천연동,70~74세,한국인,723
천연동,70~74세,외국인,6
천연동,75~79세,계,616
천연동,75~79세,한국인,616
천연동,75~79세,외국인,0
천연동,80~84세,계,553
천연동,80~84세,한국인,552
천연동,80~84세,외국인,1
천연동,85~89세,계,278
천연동,85~89세,한국인,278
천연동,85~89세,외국인,0
천연동,90~94세,계,97
천연동,90~94세,한국인,96
천연동,90~94세,외국인,1
천연동,95~99세,계,13
천연동,95~99세,한국인,13
천연동,95~99세,외국인,0
천연동,100세 이상,계,3
천연동,100세 이상,한국인,3
천연동,100세 이상,외국인,0
홍제1동,계,계,24674
홍제1동,계,한국인,24428
홍제1동,계,외국인,246
홍제1동,0~4세,계,689
홍제1동,0~4세,한국인,683
홍제1동,0~4세,외국인,6
홍제1동,5~9세,계,846
홍제1동,5~9세,한국인,837
홍제1동,5~9세,외국인,9
홍제1동,10~14세,계,811
홍제1동,10~14세,한국인,810
홍제1동,10~14세,외국인,1
홍제1동,15~19세,계,998
홍제1동,15~19세,한국인,992
홍제1동,15~19세,외국인,6
홍제1동,20~24세,계,1402
홍제1동,20~24세,한국인,1383
홍제1동,20~24세,외국인,19
홍제1동,25~29세,계,1699
홍제1동,25~29세,한국인,1664
홍제1동,25~29세,외국인,35
홍제1동,30~34세,계,1757
홍제1동,30~34세,한국인,1736
홍제1동,30~34세,외국인,21
홍제1동,35~39세,계,1778
홍제1동,35~39세,한국인,1749
홍제1동,35~39세,외국인,29
홍제1동,40~44세,계,1801
홍제1동,40~44세,한국인,1780
홍제1동,40~44세,외국인,21
홍제1동,45~49세,계,1876
홍제1동,45~49세,한국인,1869
홍제1동,45~49세,외국인,7
홍제1동,50~54세,계,2292
홍제1동,50~54세,한국인,2277
홍제1동,50~54세,외국인,15
홍제1동,55~59세,계,1884
홍제1동,55~59세,한국인,1859
홍제1동,55~59세,외국인,25
홍제1동,60~64세,계,2003
홍제1동,60~64세,한국인,1982
홍제1동,60~64세,외국인,21
홍제1동,65~69세,계,1617
홍제1동,65~69세,한국인,1605
홍제1동,65~69세,외국인,12
홍제1동,70~74세,계,1093
홍제1동,70~74세,한국인,1086
홍제1동,70~74세,외국인,7
홍제1동,75~79세,계,902
홍제1동,75~79세,한국인,895
홍제1동,75~79세,외국인,7
홍제1동,80~84세,계,759
홍제1동,80~84세,한국인,759
홍제1동,80~84세,외국인,0
홍제1동,85~89세,계,341
홍제1동,85~89세,한국인,337
홍제1동,85~89세,외국인,4
홍제1동,90~94세,계,99
홍제1동,90~94세,한국인,99
홍제1동,90~94세,외국인,0
홍제1동,95~99세,계,23
홍제1동,95~99세,한국인,22
홍제1동,95~99세,외국인,1
홍제1동,100세 이상,계,4
홍제1동,100세 이상,한국인,4
홍제1동,100세 이상,외국인,0
홍제3동,계,계,17890
홍제3동,계,한국인,17719
홍제3동,계,외국인,171
홍제3동,0~4세,계,474
홍제3동,0~4세,한국인,471
홍제3동,0~4세,외국인,3
홍제3동,5~9세,계,549
홍제3동,5~9세,한국인,548
홍제3동,5~9세,외국인,1
홍제3동,10~14세,계,478
홍제3동,10~14세,한국인,475
홍제3동,10~14세,외국인,3
홍제3동,15~19세,계,682
홍제3동,15~19세,한국인,679
홍제3동,15~19세,외국인,3
홍제3동,20~24세,계,1047
홍제3동,20~24세,한국인,1039
홍제3동,20~24세,외국인,8
홍제3동,25~29세,계,1217
홍제3동,25~29세,한국인,1198
홍제3동,25~29세,외국인,19
홍제3동,30~34세,계,1299
홍제3동,30~34세,한국인,1278
홍제3동,30~34세,외국인,21
홍제3동,35~39세,계,1221
홍제3동,35~39세,한국인,1199
홍제3동,35~39세,외국인,22
홍제3동,40~44세,계,1199
홍제3동,40~44세,한국인,1184
홍제3동,40~44세,외국인,15
홍제3동,45~49세,계,1203
홍제3동,45~49세,한국인,1196
홍제3동,45~49세,외국인,7
홍제3동,50~54세,계,1673
홍제3동,50~54세,한국인,1652
홍제3동,50~54세,외국인,21
홍제3동,55~59세,계,1446
홍제3동,55~59세,한국인,1427
홍제3동,55~59세,외국인,19
홍제3동,60~64세,계,1455
홍제3동,60~64세,한국인,1439
홍제3동,60~64세,외국인,16
홍제3동,65~69세,계,1266
홍제3동,65~69세,한국인,1254
홍제3동,65~69세,외국인,12
홍제3동,70~74세,계,852
홍제3동,70~74세,한국인,851
홍제3동,70~74세,외국인,1
홍제3동,75~79세,계,760
홍제3동,75~79세,한국인,760
홍제3동,75~79세,외국인,0
홍제3동,80~84세,계,678
홍제3동,80~84세,한국인,678
홍제3동,80~84세,외국인,0
홍제3동,85~89세,계,292
홍제3동,85~89세,한국인,292
홍제3동,85~89세,외국인,0
홍제3동,90~94세,계,80
홍제3동,90~94세,한국인,80
홍제3동,90~94세,외국인,0
홍제3동,95~99세,계,16
홍제3동,95~99세,한국인,16
홍제3동,95~99세,외국인,0
홍제3동,100세 이상,계,3
홍제3동,100세 이상,한국인,3
홍제3동,100세 이상,외국인,0
홍제2동,계,계,13433
홍제2동,계,한국인,13326
홍제2동,계,외국인,107
홍제2동,0~4세,계,313
홍제2동,0~4세,한국인,312
홍제2동,0~4세,외국인,1
홍제2동,5~9세,계,366
홍제2동,5~9세,한국인,366
홍제2동,5~9세,외국인,0
홍제2동,10~14세,계,419
홍제2동,10~14세,한국인,417
홍제2동,10~14세,외국인,2
홍제2동,15~19세,계,502
홍제2동,15~19세,한국인,500
홍제2동,15~19세,외국인,2
홍제2동,20~24세,계,772
홍제2동,20~24세,한국인,762
홍제2동,20~24세,외국인,10
홍제2동,25~29세,계,899
홍제2동,25~29세,한국인,888
홍제2동,25~29세,외국인,11
홍제2동,30~34세,계,1001
홍제2동,30~34세,한국인,986
홍제2동,30~34세,외국인,15
홍제2동,35~39세,계,856
홍제2동,35~39세,한국인,842
홍제2동,35~39세,외국인,14
홍제2동,40~44세,계,872
홍제2동,40~44세,한국인,862
홍제2동,40~44세,외국인,10
홍제2동,45~49세,계,943
홍제2동,45~49세,한국인,929
홍제2동,45~49세,외국인,14
홍제2동,50~54세,계,1250
홍제2동,50~54세,한국인,1244
홍제2동,50~54세,외국인,6
홍제2동,55~59세,계,1148
홍제2동,55~59세,한국인,1142
홍제2동,55~59세,외국인,6
홍제2동,60~64세,계,1281
홍제2동,60~64세,한국인,1278
홍제2동,60~64세,외국인,3
홍제2동,65~69세,계,909
홍제2동,65~69세,한국인,903
홍제2동,65~69세,외국인,6
홍제2동,70~74세,계,643
홍제2동,70~74세,한국인,640
홍제2동,70~74세,외국인,3
홍제2동,75~79세,계,541
홍제2동,75~79세,한국인,540
홍제2동,75~79세,외국인,1
홍제2동,80~84세,계,436
홍제2동,80~84세,한국인,435
홍제2동,80~84세,외국인,1
홍제2동,85~89세,계,203
홍제2동,85~89세,한국인,201
홍제2동,85~89세,외국인,2
홍제2동,90~94세,계,60
홍제2동,90~94세,한국인,60
홍제2동,90~94세,외국인,0
홍제2동,95~99세,계,16
홍제2동,95~99세,한국인,16
홍제2동,95~99세,외국인,0
홍제2동,100세 이상,계,3
홍제2동,100세 이상,한국인,3
홍제2동,100세 이상,외국인,0
홍은1동,계,계,22825
홍은1동,계,한국인,22584
홍은1동,계,외국인,241
홍은1동,0~4세,계,583
홍은1동,0~4세,한국인,582
홍은1동,0~4세,외국인,1
홍은1동,5~9세,계,795
홍은1동,5~9세,한국인,790
홍은1동,5~9세,외국인,5
홍은1동,10~14세,계,714
홍은1동,10~14세,한국인,710
홍은1동,10~14세,외국인,4
홍은1동,15~19세,계,896
홍은1동,15~19세,한국인,893
홍은1동,15~19세,외국인,3
홍은1동,20~24세,계,1327
홍은1동,20~24세,한국인,1301
홍은1동,20~24세,외국인,26
홍은1동,25~29세,계,1494
홍은1동,25~29세,한국인,1445
홍은1동,25~29세,외국인,49
홍은1동,30~34세,계,1548
홍은1동,30~34세,한국인,1506
홍은1동,30~34세,외국인,42
홍은1동,35~39세,계,1545
홍은1동,35~39세,한국인,1508
홍은1동,35~39세,외국인,37
홍은1동,40~44세,계,1635
홍은1동,40~44세,한국인,1620
홍은1동,40~44세,외국인,15
홍은1동,45~49세,계,1641
홍은1동,45~49세,한국인,1632
홍은1동,45~49세,외국인,9
홍은1동,50~54세,계,2042
홍은1동,50~54세,한국인,2034
홍은1동,50~54세,외국인,8
홍은1동,55~59세,계,1966
홍은1동,55~59세,한국인,1945
홍은1동,55~59세,외국인,21
홍은1동,60~64세,계,1924
홍은1동,60~64세,한국인,1915
홍은1동,60~64세,외국인,9
홍은1동,65~69세,계,1559
홍은1동,65~69세,한국인,1555
홍은1동,65~69세,외국인,4
홍은1동,70~74세,계,1053
홍은1동,70~74세,한국인,1051
홍은1동,70~74세,외국인,2
홍은1동,75~79세,계,884
홍은1동,75~79세,한국인,882
홍은1동,75~79세,외국인,2
홍은1동,80~84세,계,716
홍은1동,80~84세,한국인,714
홍은1동,80~84세,외국인,2
홍은1동,85~89세,계,365
홍은1동,85~89세,한국인,363
홍은1동,85~89세,외국인,2
홍은1동,90~94세,계,114
홍은1동,90~94세,한국인,114
홍은1동,90~94세,외국인,0
홍은1동,95~99세,계,19
홍은1동,95~99세,한국인,19
홍은1동,95~99세,외국인,0
홍은1동,100세 이상,계,5
홍은1동,100세 이상,한국인,5
홍은1동,100세 이상,외국인,0
홍은2동,계,계,27499
홍은2동,계,한국인,26733
홍은2동,계,외국인,766
홍은2동,0~4세,계,553
홍은2동,0~4세,한국인,541
홍은2동,0~4세,외국인,12
홍은2동,5~9세,계,701
홍은2동,5~9세,한국인,688
홍은2동,5~9세,외국인,13
홍은2동,10~14세,계,935
홍은2동,10~14세,한국인,922
홍은2동,10~14세,외국인,13
홍은2동,15~19세,계,1195
홍은2동,15~19세,한국인,1145
홍은2동,15~19세,외국인,50
홍은2동,20~24세,계,2132
홍은2동,20~24세,한국인,1911
홍은2동,20~24세,외국인,221
홍은2동,25~29세,계,2308
홍은2동,25~29세,한국인,2189
홍은2동,25~29세,외국인,119
홍은2동,30~34세,계,1983
홍은2동,30~34세,한국인,1931
홍은2동,30~34세,외국인,52
홍은2동,35~39세,계,1704
홍은2동,35~39세,한국인,1655
홍은2동,35~39세,외국인,49
홍은2동,40~44세,계,1821
홍은2동,40~44세,한국인,1781
홍은2동,40~44세,외국인,40
홍은2동,45~49세,계,1982
홍은2동,45~49세,한국인,1941
홍은2동,45~49세,외국인,41
홍은2동,50~54세,계,2474
홍은2동,50~54세,한국인,2433
홍은2동,50~54세,외국인,41
홍은2동,55~59세,계,2156
홍은2동,55~59세,한국인,2118
홍은2동,55~59세,외국인,38
홍은2동,60~64세,계,2208
홍은2동,60~64세,한국인,2170
홍은2동,60~64세,외국인,38
홍은2동,65~69세,계,1776
홍은2동,65~69세,한국인,1759
홍은2동,65~69세,외국인,17
홍은2동,70~74세,계,1193
홍은2동,70~74세,한국인,1182
홍은2동,70~74세,외국인,11
홍은2동,75~79세,계,980
홍은2동,75~79세,한국인,976
홍은2동,75~79세,외국인,4
홍은2동,80~84세,계,826
홍은2동,80~84세,한국인,822
홍은2동,80~84세,외국인,4
홍은2동,85~89세,계,415
홍은2동,85~89세,한국인,413
홍은2동,85~89세,외국인,2
홍은2동,90~94세,계,117
홍은2동,90~94세,한국인,116
홍은2동,90~94세,외국인,1
홍은2동,95~99세,계,34
홍은2동,95~99세,한국인,34
홍은2동,95~99세,외국인,0
홍은2동,100세 이상,계,6
홍은2동,100세 이상,한국인,6
홍은2동,100세 이상,외국인,0
남가좌1동,계,계,16884
남가좌1동,계,한국인,16655
남가좌1동,계,외국인,229
남가좌1동,0~4세,계,752
남가좌1동,0~4세,한국인,748
남가좌1동,0~4세,외국인,4
남가좌1동,5~9세,계,1324
남가좌1동,5~9세,한국인,1311
남가좌1동,5~9세,외국인,13
남가좌1동,10~14세,계,1117
남가좌1동,10~14세,한국인,1103
남가좌1동,10~14세,외국인,14
남가좌1동,15~19세,계,713
남가좌1동,15~19세,한국인,701
남가좌1동,15~19세,외국인,12
남가좌1동,20~24세,계,739
남가좌1동,20~24세,한국인,727
남가좌1동,20~24세,외국인,12
남가좌1동,25~29세,계,839
남가좌1동,25~29세,한국인,821
남가좌1동,25~29세,외국인,18
남가좌1동,30~34세,계,884
남가좌1동,30~34세,한국인,859
남가좌1동,30~34세,외국인,25
남가좌1동,35~39세,계,1403
남가좌1동,35~39세,한국인,1385
남가좌1동,35~39세,외국인,18
남가좌1동,40~44세,계,1931
남가좌1동,40~44세,한국인,1910
남가좌1동,40~44세,외국인,21
남가좌1동,45~49세,계,1532
남가좌1동,45~49세,한국인,1507
남가좌1동,45~49세,외국인,25
남가좌1동,50~54세,계,1345
남가좌1동,50~54세,한국인,1327
남가좌1동,50~54세,외국인,18
남가좌1동,55~59세,계,1072
남가좌1동,55~59세,한국인,1058
남가좌1동,55~59세,외국인,14
남가좌1동,60~64세,계,934
남가좌1동,60~64세,한국인,922
남가좌1동,60~64세,외국인,12
남가좌1동,65~69세,계,796
남가좌1동,65~69세,한국인,782
남가좌1동,65~69세,외국인,14
남가좌1동,70~74세,계,521
남가좌1동,70~74세,한국인,516
남가좌1동,70~74세,외국인,5
남가좌1동,75~79세,계,409
남가좌1동,75~79세,한국인,407
남가좌1동,75~79세,외국인,2
남가좌1동,80~84세,계,345
남가좌1동,80~84세,한국인,344
남가좌1동,80~84세,외국인,1
남가좌1동,85~89세,계,165
남가좌1동,85~89세,한국인,164
남가좌1동,85~89세,외국인,1
남가좌1동,90~94세,계,54
남가좌1동,90~94세,한국인,54
남가좌1동,90~94세,외국인,0
남가좌1동,95~99세,계,8
남가좌1동,95~99세,한국인,8
남가좌1동,95~99세,외국인,0
남가좌1동,100세 이상,계,1
남가좌1동,100세 이상,한국인,1
남가좌1동,100세 이상,외국인,0
남가좌2동,계,계,30508
남가좌2동,계,한국인,29301
남가좌2동,계,외국인,1207
남가좌2동,0~4세,계,976
남가좌2동,0~4세,한국인,974
남가좌2동,0~4세,외국인,2
남가좌2동,5~9세,계,1482
남가좌2동,5~9세,한국인,1478
남가좌2동,5~9세,외국인,4
남가좌2동,10~14세,계,1186
남가좌2동,10~14세,한국인,1183
남가좌2동,10~14세,외국인,3
남가좌2동,15~19세,계,1328
남가좌2동,15~19세,한국인,1224
남가좌2동,15~19세,외국인,104
남가좌2동,20~24세,계,2616
남가좌2동,20~24세,한국인,1994
남가좌2동,20~24세,외국인,622
남가좌2동,25~29세,계,2293
남가좌2동,25~29세,한국인,2097
남가좌2동,25~29세,외국인,196
남가좌2동,30~34세,계,1928
남가좌2동,30~34세,한국인,1870
남가좌2동,30~34세,외국인,58
남가좌2동,35~39세,계,2333
남가좌2동,35~39세,한국인,2293
남가좌2동,35~39세,외국인,40
남가좌2동,40~44세,계,2537
남가좌2동,40~44세,한국인,2501
남가좌2동,40~44세,외국인,36
남가좌2동,45~49세,계,2342
남가좌2동,45~49세,한국인,2315
남가좌2동,45~49세,외국인,27
남가좌2동,50~54세,계,2539
남가좌2동,50~54세,한국인,2500
남가좌2동,50~54세,외국인,39
남가좌2동,55~59세,계,1984
남가좌2동,55~59세,한국인,1950
남가좌2동,55~59세,외국인,34
남가좌2동,60~64세,계,1976
남가좌2동,60~64세,한국인,1957
남가좌2동,60~64세,외국인,19
남가좌2동,65~69세,계,1563
남가좌2동,65~69세,한국인,1554
남가좌2동,65~69세,외국인,9
남가좌2동,70~74세,계,1176
남가좌2동,70~74세,한국인,1172
남가좌2동,70~74세,외국인,4
남가좌2동,75~79세,계,1008
남가좌2동,75~79세,한국인,1002
남가좌2동,75~79세,외국인,6
남가좌2동,80~84세,계,768
남가좌2동,80~84세,한국인,765
남가좌2동,80~84세,외국인,3
남가좌2동,85~89세,계,329
남가좌2동,85~89세,한국인,329
남가좌2동,85~89세,외국인,0
남가좌2동,90~94세,계,116
남가좌2동,90~94세,한국인,115
남가좌2동,90~94세,외국인,1
남가좌2동,95~99세,계,22
남가좌2동,95~99세,한국인,22
남가좌2동,95~99세,외국인,0
남가좌2동,100세 이상,계,6
남가좌2동,100세 이상,한국인,6
남가좌2동,100세 이상,외국인,0
북가좌1동,계,계,17804
북가좌1동,계,한국인,17703
북가좌1동,계,외국인,101
북가좌1동,0~4세,계,465
북가좌1동,0~4세,한국인,463
북가좌1동,0~4세,외국인,2
북가좌1동,5~9세,계,744
북가좌1동,5~9세,한국인,744
북가좌1동,5~9세,외국인,0
북가좌1동,10~14세,계,983
북가좌1동,10~14세,한국인,982
북가좌1동,10~14세,외국인,1
북가좌1동,15~19세,계,952
북가좌1동,15~19세,한국인,951
북가좌1동,15~19세,외국인,1
북가좌1동,20~24세,계,927
북가좌1동,20~24세,한국인,921
북가좌1동,20~24세,외국인,6
북가좌1동,25~29세,계,1045
북가좌1동,25~29세,한국인,1036
북가좌1동,25~29세,외국인,9
북가좌1동,30~34세,계,1052
북가좌1동,30~34세,한국인,1040
북가좌1동,30~34세,외국인,12
북가좌1동,35~39세,계,1107
북가좌1동,35~39세,한국인,1098
북가좌1동,35~39세,외국인,9
북가좌1동,40~44세,계,1491
북가좌1동,40~44세,한국인,1471
북가좌1동,40~44세,외국인,20
북가좌1동,45~49세,계,1609
북가좌1동,45~49세,한국인,1599
북가좌1동,45~49세,외국인,10
북가좌1동,50~54세,계,1679
북가좌1동,50~54세,한국인,1665
북가좌1동,50~54세,외국인,14
북가좌1동,55~59세,계,1347
북가좌1동,55~59세,한국인,1341
북가좌1동,55~59세,외국인,6
북가좌1동,60~64세,계,1297
북가좌1동,60~64세,한국인,1295
북가좌1동,60~64세,외국인,2
북가좌1동,65~69세,계,991
북가좌1동,65~69세,한국인,988
북가좌1동,65~69세,외국인,3
북가좌1동,70~74세,계,752
북가좌1동,70~74세,한국인,751
북가좌1동,70~74세,외국인,1
북가좌1동,75~79세,계,602
북가좌1동,75~79세,한국인,599
북가좌1동,75~79세,외국인,3
북가좌1동,80~84세,계,468
북가좌1동,80~84세,한국인,467
북가좌1동,80~84세,외국인,1
북가좌1동,85~89세,계,218
북가좌1동,85~89세,한국인,218
북가좌1동,85~89세,외국인,0
북가좌1동,90~94세,계,63
북가좌1동,90~94세,한국인,63
북가좌1동,90~94세,외국인,0
북가좌1동,95~99세,계,9
북가좌1동,95~99세,한국인,8
북가좌1동,95~99세,외국인,1
북가좌1동,100세 이상,계,3
북가좌1동,100세 이상,한국인,3
북가좌1동,100세 이상,외국인,0
북가좌2동,계,계,31244
북가좌2동,계,한국인,30931
북가좌2동,계,외국인,313
북가좌2동,0~4세,계,531
북가좌2동,0~4세,한국인,527
북가좌2동,0~4세,외국인,4
북가좌2동,5~9세,계,776
북가좌2동,5~9세,한국인,773
북가좌2동,5~9세,외국인,3
북가좌2동,10~14세,계,996
북가좌2동,10~14세,한국인,992
북가좌2동,10~14세,외국인,4
북가좌2동,15~19세,계,1218
북가좌2동,15~19세,한국인,1203
북가좌2동,15~19세,외국인,15
북가좌2동,20~24세,계,1897
북가좌2동,20~24세,한국인,1844
북가좌2동,20~24세,외국인,53
북가좌2동,25~29세,계,2640
북가좌2동,25~29세,한국인,2600
북가좌2동,25~29세,외국인,40
북가좌2동,30~34세,계,2243
북가좌2동,30~34세,한국인,2218
북가좌2동,30~34세,외국인,25
북가좌2동,35~39세,계,1861
북가좌2동,35~39세,한국인,1828
북가좌2동,35~39세,외국인,33
북가좌2동,40~44세,계,2237
북가좌2동,40~44세,한국인,2207
북가좌2동,40~44세,외국인,30
북가좌2동,45~49세,계,2394
북가좌2동,45~49세,한국인,2371
북가좌2동,45~49세,외국인,23
북가좌2동,50~54세,계,2736
북가좌2동,50~54세,한국인,2716
북가좌2동,50~54세,외국인,20
북가좌2동,55~59세,계,2461
북가좌2동,55~59세,한국인,2436
북가좌2동,55~59세,외국인,25
북가좌2동,60~64세,계,2730
북가좌2동,60~64세,한국인,2714
북가좌2동,60~64세,외국인,16
북가좌2동,65~69세,계,2115
북가좌2동,65~69세,한국인,2104
북가좌2동,65~69세,외국인,11
북가좌2동,70~74세,계,1564
북가좌2동,70~74세,한국인,1555
북가좌2동,70~74세,외국인,9
북가좌2동,75~79세,계,1308
북가좌2동,75~79세,한국인,1306
북가좌2동,75~79세,외국인,2
북가좌2동,80~84세,계,961
북가좌2동,80~84세,한국인,961
북가좌2동,80~84세,외국인,0
북가좌2동,85~89세,계,419
북가좌2동,85~89세,한국인,419
북가좌2동,85~89세,외국인,0
북가좌2동,90~94세,계,127
북가좌2동,90~94세,한국인,127
북가좌2동,90~94세,외국인,0
북가좌2동,95~99세,계,28
북가좌2동,95~99세,한국인,28
북가좌2동,95~99세,외국인,0
북가좌2동,100세 이상,계,2
북가좌2동,100세 이상,한국인,2
북가좌2동,100세 이상,외국인,0
충현동,계,계,20316
충현동,계,한국인,19863
충현동,계,외국인,453
충현동,0~4세,계,484
충현동,0~4세,한국인,475
충현동,0~4세,외국인,9
충현동,5~9세,계,661
충현동,5~9세,한국인,657
충현동,5~9세,외국인,4
충현동,10~14세,계,616
충현동,10~14세,한국인,607
충현동,10~14세,외국인,9
충현동,15~19세,계,682
충현동,15~19세,한국인,662
충현동,15~19세,외국인,20
충현동,20~24세,계,1255
충현동,20~24세,한국인,1194
충현동,20~24세,외국인,61
충현동,25~29세,계,1984
충현동,25~29세,한국인,1911
충현동,25~29세,외국인,73
충현동,30~34세,계,1924
충현동,30~34세,한국인,1866
충현동,30~34세,외국인,58
충현동,35~39세,계,1535
충현동,35~39세,한국인,1473
충현동,35~39세,외국인,62
충현동,40~44세,계,1543
충현동,40~44세,한국인,1494
충현동,40~44세,외국인,49
충현동,45~49세,계,1415
충현동,45~49세,한국인,1388
충현동,45~49세,외국인,27
충현동,50~54세,계,1698
충현동,50~54세,한국인,1671
충현동,50~54세,외국인,27
충현동,55~59세,계,1511
충현동,55~59세,한국인,1487
충현동,55~59세,외국인,24
충현동,60~64세,계,1527
충현동,60~64세,한국인,1510
충현동,60~64세,외국인,17
충현동,65~69세,계,1194
